acc_num,seq_len,description,record_date,organism,segment_source,cds,host,isolate_source,isolate_name,country_region,collection_date,e_value,pcnt_id,align_len
KR821350.1,438,"Orthonairovirus haemorrhagiae isolate 69-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,69-ROS/TI-2012,Russia,2012,1.24794e-97,95.8904109589041,146
KR821349.1,435,"Orthonairovirus haemorrhagiae isolate 60-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,60-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821348.1,435,"Orthonairovirus haemorrhagiae isolate 59-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,59-ROS/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821347.1,435,"Orthonairovirus haemorrhagiae isolate 58-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,58-ROS/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821346.1,435,"Orthonairovirus haemorrhagiae isolate 57-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,57-ROS/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821345.1,435,"Orthonairovirus haemorrhagiae isolate 41-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,41-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821344.1,435,"Orthonairovirus haemorrhagiae isolate 200-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,200-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821343.1,435,"Orthonairovirus haemorrhagiae isolate 170-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,170-ROS/TI-2012,Russia,2012,3.43224e-98,94.48275862068965,145
KR821342.1,435,"Orthonairovirus haemorrhagiae isolate 153-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,153-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821341.1,435,"Orthonairovirus haemorrhagiae isolate 127-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,127-ROS/TI-2012,Russia,2012,1.90131e-98,95.17241379310344,145
KR821340.1,435,"Orthonairovirus haemorrhagiae isolate 75-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,75-ROS/TI-2012,Russia,2012,1.25379e-98,95.86206896551724,145
KR821339.1,435,"Orthonairovirus haemorrhagiae isolate 175-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,175-ROS/TI-2012,Russia,2012,6.6816e-99,95.17241379310344,145
KR821338.1,435,"Orthonairovirus haemorrhagiae isolate 178-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,178-ROS/HU-2012,Russia,2012,7.57791e-99,95.86206896551724,145
KR821337.1,435,"Orthonairovirus haemorrhagiae isolate 115-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,115-ROS/HU-2012,Russia,2012,3.31522e-96,94.48275862068965,145
KR821336.1,435,"Orthonairovirus haemorrhagiae isolate 109-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,109-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821335.1,435,"Orthonairovirus haemorrhagiae isolate 101-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,101-ROS/HU-2012,Russia,2012,6.23146e-100,97.24137931034483,145
KR821334.1,435,"Orthonairovirus haemorrhagiae isolate 100-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,100-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821333.1,435,"Orthonairovirus haemorrhagiae isolate 96-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,96-ROS/HU-2012,Russia,2012,2.89985e-100,97.93103448275862,145
KR821332.1,435,"Orthonairovirus haemorrhagiae isolate 90-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,90-ROS/HU-2012,Russia,2012,3.18927e-96,95.17241379310344,145
KR821331.1,435,"Orthonairovirus haemorrhagiae isolate 89-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,89-ROS/HU-2012,Russia,2012,1.12711e-98,95.86206896551724,145
KR821330.1,435,"Orthonairovirus haemorrhagiae isolate 87-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,87-ROS/HU-2012,Russia,2012,4.87353e-97,95.17241379310344,145
KR821329.1,435,"Orthonairovirus haemorrhagiae isolate 85-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,85-ROS/HU-2012,Russia,2012,6.78756e-96,93.79310344827586,145
KR821328.1,435,"Orthonairovirus haemorrhagiae isolate 82-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,82-ROS/HU-2012,Russia,2012,3.96879e-98,95.86206896551724,145
KR821327.1,435,"Orthonairovirus haemorrhagiae isolate 77-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,77-ROS/HU-2012,Russia,2012,4.67895e-98,95.17241379310344,145
KR821326.1,435,"Orthonairovirus haemorrhagiae isolate 75-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,75-ROS/HU-2012,Russia,2012,8.14197e-97,95.17241379310344,145
KR821325.1,435,"Orthonairovirus haemorrhagiae isolate 73-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,73-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821324.1,435,"Orthonairovirus haemorrhagiae isolate 71-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,71-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821323.1,435,"Orthonairovirus haemorrhagiae isolate 58-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,58-ROS/HU-2012,Russia,2012,8.14197e-97,95.17241379310344,145
KR821322.1,435,"Orthonairovirus haemorrhagiae isolate 56-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,56-ROS/HU-2012,Russia,2012,1.3707e-97,95.17241379310344,145
KR821321.1,435,"Orthonairovirus haemorrhagiae isolate 55-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,55-ROS/HU-2012,Russia,2012,8.14197e-97,95.17241379310344,145
KR821320.1,435,"Orthonairovirus haemorrhagiae isolate 47-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,47-ROS/HU-2012,Russia,2012,1.34947e-100,97.93103448275862,145
KR821319.1,435,"Orthonairovirus haemorrhagiae isolate 45-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,45-ROS/HU-2012,Russia,2012,1.16033e-98,95.86206896551724,145
KR821318.1,435,"Orthonairovirus haemorrhagiae isolate 39-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,39-ROS/HU-2012,Russia,2012,1.25379e-98,95.86206896551724,145
KR821317.1,435,"Orthonairovirus haemorrhagiae isolate 36-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,36-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821316.1,435,"Orthonairovirus haemorrhagiae isolate 34-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,34-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821315.1,435,"Orthonairovirus haemorrhagiae isolate 33-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,33-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821314.1,435,"Orthonairovirus haemorrhagiae isolate 31-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,31-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821313.1,435,"Orthonairovirus haemorrhagiae isolate 28-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,28-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821312.1,435,"Orthonairovirus haemorrhagiae isolate 27-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,27-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821311.1,435,"Orthonairovirus haemorrhagiae isolate 26-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,26-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821310.1,435,"Orthonairovirus haemorrhagiae isolate 25-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,25-ROS/HU-2012,Russia,2012,8.14197e-97,95.17241379310344,145
KR821309.1,435,"Orthonairovirus haemorrhagiae isolate 24-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,24-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821308.1,435,"Orthonairovirus haemorrhagiae isolate 18-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,18-ROS/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821307.1,435,"Orthonairovirus haemorrhagiae isolate 15-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,15-ROS/HU-2012,Russia,2012,6.37851e-98,95.17241379310344,145
KR821306.1,435,"Orthonairovirus haemorrhagiae isolate 12-ROS/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,12-ROS/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821305.1,435,"Orthonairovirus haemorrhagiae isolate 128-KALM/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,128-KALM/TI-2012,Russia,2012,4.38929e-83,78.62068965517241,145
KR821304.1,435,"Orthonairovirus haemorrhagiae isolate 59-KALM/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,59-KALM/TI-2012,Russia,2012,4.38929e-83,78.62068965517241,145
KR821303.1,435,"Orthonairovirus haemorrhagiae isolate 67-KALM/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,67-KALM/TI-2012,Russia,2012,4.38929e-83,78.62068965517241,145
KR821302.1,435,"Orthonairovirus haemorrhagiae isolate 3-KALM/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,3-KALM/HU-2012,Russia,2012,1.25379e-98,95.86206896551724,145
KR821301.1,435,"Orthonairovirus haemorrhagiae isolate 2-KALM/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,2-KALM/HU-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821300.1,435,"Orthonairovirus haemorrhagiae isolate 1264-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,1264-STV/TI-2012,Russia,2012,1.13808e-98,95.86206896551724,145
KR821299.1,435,"Orthonairovirus haemorrhagiae isolate 1146-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,1146-STV/TI-2012,Russia,2012,1.43582e-98,95.86206896551724,145
KR821298.1,435,"Orthonairovirus haemorrhagiae isolate 1006-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,1006-STV/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821297.1,435,"Orthonairovirus haemorrhagiae isolate 673-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,673-STV/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821296.1,435,"Orthonairovirus haemorrhagiae isolate 668-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,668-STV/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821295.1,435,"Orthonairovirus haemorrhagiae isolate 662-STV/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,662-STV/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821294.1,435,"Orthonairovirus haemorrhagiae isolate 66-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,66-STV/HU-2012,Russia,2012,8.84778e-99,95.86206896551724,145
KR821293.1,435,"Orthonairovirus haemorrhagiae isolate 61-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,61-STV/HU-2012,Russia,2012,6.18356e-99,95.86206896551724,145
KR821292.1,435,"Orthonairovirus haemorrhagiae isolate 56-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,56-STV/HU-2012,Russia,2012,1.06349e-98,95.17241379310344,145
KR821291.1,435,"Orthonairovirus haemorrhagiae isolate 54-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,54-STV/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821290.1,435,"Orthonairovirus haemorrhagiae isolate 51-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,51-STV/HU-2012,Russia,2012,3.07934e-99,95.86206896551724,145
KR821289.1,435,"Orthonairovirus haemorrhagiae isolate 50-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,50-STV/HU-2012,Russia,2012,1.25379e-98,95.86206896551724,145
KR821288.1,435,"Orthonairovirus haemorrhagiae isolate 46-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,46-STV/HU-2012,Russia,2012,1.13808e-98,95.86206896551724,145
KR821287.1,435,"Orthonairovirus haemorrhagiae isolate 45-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,45-STV/HU-2012,Russia,2012,1.13808e-98,95.86206896551724,145
KR821286.1,435,"Orthonairovirus haemorrhagiae isolate 44-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,44-STV/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821285.1,435,"Orthonairovirus haemorrhagiae isolate 40-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,40-STV/HU-2012,Russia,2012,3.92274e-99,96.55172413793103,145
KR821284.1,435,"Orthonairovirus haemorrhagiae isolate 38-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,38-STV/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821283.1,435,"Orthonairovirus haemorrhagiae isolate 35-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,35-STV/HU-2012,Russia,2012,4.77045e-98,95.17241379310344,145
KR821282.1,435,"Orthonairovirus haemorrhagiae isolate 32-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,32-STV/HU-2012,Russia,2012,4.77045e-98,95.86206896551724,145
KR821281.1,435,"Orthonairovirus haemorrhagiae isolate 29-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,29-STV/HU-2012,Russia,2012,2.28536e-98,95.86206896551724,145
KR821280.1,435,"Orthonairovirus haemorrhagiae isolate 25-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,25-STV/HU-2012,Russia,2012,6.23146e-100,97.24137931034483,145
KR821279.1,435,"Orthonairovirus haemorrhagiae isolate 23-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,23-STV/HU-2012,Russia,2012,1.86485e-98,95.86206896551724,145
KR821278.1,435,"Orthonairovirus haemorrhagiae isolate 20-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,20-STV/HU-2012,Russia,2012,4.77045e-98,95.86206896551724,145
KR821277.1,435,"Orthonairovirus haemorrhagiae isolate 13-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,13-STV/HU-2012,Russia,2012,9.4872e-98,95.17241379310344,145
KR821276.1,435,"Orthonairovirus haemorrhagiae isolate 12-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,12-STV/HU-2012,Russia,2012,3.07934e-99,95.86206896551724,145
KR821275.1,435,"Orthonairovirus haemorrhagiae isolate 11-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,11-STV/HU-2012,Russia,2012,6.23146e-100,97.24137931034483,145
KR821274.1,435,"Orthonairovirus haemorrhagiae isolate 5-STV/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,5-STV/HU-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821273.1,435,"Orthonairovirus haemorrhagiae isolate 199-ASTR/HU-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,199-ASTR/HU-2012,Russia,2012,8.67808e-99,95.86206896551724,145
